date,open,high,low,close,volume
2024-10-04,166.89,167.06,164.33,165.89,19093724
2024-10-07,166.55,167.3,161.61,161.84,22463140
2024-10-08,162.8,163.58,161.73,163.23,23072733
2024-10-09,162.31,163.69,158.63,160.73,31181774
2024-10-10,159.75,161.93,159.28,160.95,14144068
2024-10-11,161,162.76,160.11,162.1,15344251
2024-10-14,162.5,165.07,162.26,163.81,19016141
2024-10-15,164.63,166.51,163.48,164.31,20247195
2024-10-16,163.38,164.64,162.6,164.01,16406030
2024-10-17,164.57,165.21,161.62,161.79,21453395
2024-10-18,162.05,163.56,161.94,162.28,19757661
2024-10-21,161.81,163.35,161.49,162.93,20946455
2024-10-22,161.84,164.61,161.84,163.99,16568121
2024-10-23,163.61,164.66,160.8,161.64,18280518
2024-10-24,161.69,162.19,159.89,161.58,22412527
2024-10-25,162.53,164.43,162.28,164.12,19828884
2024-10-28,167.57,167.57,162.81,165.56,32138641
2024-10-29,166.56,169.19,165.92,168.5,42169025
2024-10-30,179.42,180.75,172.85,173.24,68890787
2024-10-31,171.92,175.59,169.81,169.92,44768981
2024-11-01,168.88,171.12,167.7,170.09,31796477
2024-11-04,168.74,169.54,166.84,168.06,21492744
2024-11-05,168.25,169.34,167.66,168.56,18242050
2024-11-06,172.59,175.71,172.29,175.28,33695538
2024-11-07,176.17,179.82,175.95,179.49,25352939
2024-11-08,179.39,179.64,176.84,177.11,22006182
2024-11-11,177.33,179.29,177.22,179.09,17450354
2024-11-12,178.57,181.22,178.14,180.35,25134905
2024-11-13,179.2,179.7,177.29,177.63,23184003
2024-11-14,177.04,177.57,173.1,174.35,31007457
2024-11-15,172.52,172.92,170.03,171.29,32504649
2024-11-18,172.21,174.22,171.69,174.08,20206613
2024-11-19,172.51,177.62,172.35,176.88,23434925
2024-11-20,176.1,176.44,172.57,174.75,18997111
2024-11-21,172.69,172.91,162.56,166.46,59734379
2024-11-22,164.69,165.3,162.76,163.61,38604587
2024-11-25,164.93,167.45,164.45,166.48,33135263
2024-11-26,166.46,168.63,166.41,167.94,20486720
2024-11-27,167.82,168.3,166.85,168.05,19266511
2024-11-29,167.32,168.25,165.99,167.77,14257244
2024-12-02,167.59,170.88,167.39,170.29,23789084
2024-12-03,170.29,171.47,169.66,170.14,22248705
2024-12-04,169.96,173.69,169.87,173.15,31615137
2024-12-05,174.14,174.83,171.13,171.44,21356243
2024-12-06,170.83,173.86,170.66,173.49,21462393
2024-12-09,172.94,175.22,172.63,174.34,25389631
2024-12-10,181.77,185.26,179.98,184.08,54813022
2024-12-11,184.22,194.46,183.76,194.25,67894071
2024-12-12,193.85,194.03,190.58,190.83,34817486
2024-12-13,189.89,191.6,188.52,188.7,25143495
2024-12-16,191.74,197.83,191.49,195.5,44934901
2024-12-17,196.09,200.23,193.83,194.27,43504025
2024-12-18,194.07,195.84,186.64,187.29,34166074
2024-12-19,190.5,191.89,187.27,187.4,32265241
2024-12-20,184.69,191.75,184.13,190.28,63462934
2024-12-23,191.49,193.95,189.03,193.48,25675014
2024-12-24,193.69,194.96,192.64,194.96,10403259
2024-12-26,194,195.59,193.24,194.45,12057210
2024-12-27,193.8,194.17,189.53,191.63,18891362
2024-12-30,188.68,191.42,188.01,190.11,14264659
2024-12-31,189.96,190.83,187.4,188.19,17466919
2025-01-02,189.53,190.87,186.4,188.32,20370828
2025-01-03,190.24,192.07,188.86,190.66,18596159
2025-01-06,192.84,197.05,192.71,195.71,29563638
2025-01-07,195.95,199.82,193.45,194.34,26487244
2025-01-08,191.44,195.13,191.25,192.81,24864766
2025-01-10,193.16,195.36,189.19,190.91,26665206
2025-01-13,188.95,190.05,186.26,189.89,21823699
2025-01-14,190.11,190.85,187.2,188.54,17174854
2025-01-15,191.95,195.2,190.73,194.4,21775969
2025-01-16,193,194.33,191.68,191.77,17815432
2025-01-17,195.37,196.07,192.61,194.85,27735089
2025-01-21,197.9,201.1,196.71,196.88,29971292
2025-01-22,197.89,199.3,196.37,197.2,26200617
2025-01-23,196.97,199.12,194.05,196.81,26951357
2025-01-24,196.93,199.72,196.83,199.03,23877521
2025-01-27,191.28,195.72,189.61,190.68,41728893
2025-01-28,191.62,194.33,189.56,194.15,24157929
2025-01-29,194.41,195.63,192.29,194.26,18218256
2025-01-30,196.83,200.21,196.51,199.69,24354684
2025-01-31,200.81,204.27,200.61,202.82,32041952
2025-02-03,199.51,202.55,198.92,200.05,27838348
2025-02-04,202.19,205.83,201.62,205.17,43856425
2025-02-05,189.95,191.62,186.92,190.2,70461770
2025-02-06,188.38,190.97,187.61,190.47,29297442
2025-02-07,189.93,190.05,182.16,184.25,49314961
2025-02-10,186.25,187.09,184.77,185.37,23105649
2025-02-11,183.94,185.84,183.2,184.23,21239519
2025-02-12,182.14,184.02,180.76,182.53,22072559
2025-02-13,183.24,185.18,182.06,185.04,21402523
2025-02-14,183.97,185.3,183.24,184.14,20448437
2025-02-18,184.51,184.87,180.67,182.69,29916675
2025-02-19,182.99,184.37,182.51,184.18,19549396
2025-02-20,183.71,184.22,181.64,183.47,20441462
2025-02-21,184.06,184.25,178.03,178.6,35199239
2025-02-24,180.92,182.04,177.84,178.2,29854206
2025-02-25,176.99,177.69,173.66,174.39,41913411
2025-02-26,174.04,175.04,170.57,171.71,35431268
2025-02-27,172.97,173.53,166.95,167.51,39991015
2025-02-28,167.69,169.61,165.79,169.28,48130565
2025-03-03,170.92,172.35,164.95,166.03,40770451
2025-03-04,165.26,172.27,164.82,169.91,45387996
2025-03-05,169.52,172.76,168.07,172,30954922
2025-03-06,169.53,173.78,169.5,171.34,28301953
2025-03-07,170.25,173.94,169.27,172.84,27385813
2025-03-10,167.47,167.67,162.92,165.09,43604027
2025-03-11,164.14,165.97,160.61,163.27,39587414
2025-03-12,165.8,166.85,162.76,166.33,28372396
2025-03-13,165.26,165.35,161.35,162,31756214
2025-03-14,162.5,165.71,161.69,164.71,31995894
2025-03-17,164.26,165.52,162.9,163.52,31184335
2025-03-18,162.91,163.48,155.98,159.92,42074751
2025-03-19,161,165.09,160.24,163.12,34275582
2025-03-20,160.81,164.12,160.2,162.04,28138464
2025-03-21,160.45,163.47,160.14,163.22,36625764
2025-03-24,166.29,167.53,164.37,166.89,30879129
2025-03-25,168.19,169.83,167.53,169.76,24174373
2025-03-26,168.21,168.81,164.07,164.29,28939326
2025-03-27,163.86,164.64,161.24,161.48,24508273
2025-03-28,159.74,161.06,152.91,153.61,48669335
2025-03-31,152.39,154.81,149.95,153.91,54603464
2025-04-01,152.9,157.36,152.9,156.33,30672899
2025-04-02,154.42,157.67,153.97,156.3,25041730
2025-04-03,150.4,152.06,149.68,150.01,46883371
2025-04-04,147.32,150.36,144.7,144.92,62259539
2025-04-07,140.89,152.13,139.87,146.06,76794136
2025-04-08,150.51,151.53,142.36,144.02,52200208
2025-04-09,143.74,158.8,143.23,157.97,70406232
2025-04-10,155.81,156.98,149.23,152.1,48021972
2025-04-11,152.18,156.93,152.1,156.4,33636239
2025-04-14,159.25,160.96,156.82,158.32,30332957
2025-04-15,158.38,158.9,154.48,155.58,27551534
2025-04-16,152.38,155.16,150.8,152.61,28187421
2025-04-17,153.57,153.95,147.8,150.45,33046576
2025-04-21,148.18,148.25,145.41,146.98,26049115
2025-04-22,148.19,151.48,147.84,150.76,26971774
2025-04-23,154.88,156.79,153.09,154.62,31128833
2025-04-24,155.42,158.84,155.06,158.53,45893951
2025-04-25,164.3,165.32,160.28,161.2,56033995
2025-04-28,161.67,162.38,157.86,159.86,29745782
2025-04-29,159.58,159.99,156.78,159.41,26808958
2025-04-30,157.24,158.52,154.67,158.06,34981059
2025-05-01,159.7,161.19,158.16,160.54,30203248
2025-05-02,162.64,164.2,161.11,163.26,25715005
2025-05-05,162.24,164.61,161.96,163.44,21341814
2025-05-06,161.41,164.03,160.43,162.46,21277210
2025-05-07,163.31,164.23,147.15,150.67,127747554
2025-05-08,154.27,155.2,152.18,153.56,57498692
2025-05-09,153.45,154.32,151.49,152.03,32435281
2025-05-12,156.75,158.35,155.52,157.72,44138818
2025-05-13,158.05,159.82,155.43,158.78,42382126
2025-05-14,159.21,166.22,158.86,164.59,48755869
2025-05-15,165.06,165.43,161.61,163.19,33146669
2025-05-16,166.94,168.56,164.84,165.41,42846925
2025-05-19,163.74,165.86,163.45,165.76,30426097
2025-05-20,165.65,167.71,162.14,163.21,46607656
2025-05-21,162.92,172.33,162.79,167.77,73415956
2025-05-22,171.04,175.94,169.91,170.07,74864418
2025-05-23,168.27,169.16,167.1,167.68,35211439
2025-05-27,169.36,172.36,169.2,172.09,37995670
2025-05-28,172.35,174.45,171.1,171.55,34783997
2025-05-29,173.18,173.6,169.83,171.05,29373803
2025-05-30,170.55,171.4,166.65,170.93,52639911
2025-06-02,167.05,169.07,166.6,168.24,38612272
2025-06-03,166.7,167.69,164.5,165.4,45084903
2025-06-04,165.96,167.43,165.58,167.26,26900838
2025-06-05,169.54,170.13,166.8,167.42,36444564
2025-06-06,170.03,173.68,170.03,172.87,35731832
2025-06-09,173.93,175.85,173.76,175.47,28935906
2025-06-10,175.58,180.48,174.3,177.98,61766121
2025-06-11,179.14,179.74,176.13,176.73,31646757
2025-06-12,175.56,176.1,174.14,175.09,20941873
2025-06-13,171.84,176.51,171.79,174.06,27663107
2025-06-16,174.12,176.32,174.04,176.15,27389208
2025-06-17,175.09,176.74,173.97,175.34,24973043
2025-06-18,175.39,175.94,172.59,172.71,28707524
2025-06-20,173.34,173.73,164.88,166.06,75659917
2025-06-23,165.69,166.76,161.43,164.61,57670985
2025-06-24,166.34,167.63,165.55,166.19,40524312
2025-06-25,167.04,171.76,166.96,170.08,35478989
2025-06-26,171.83,173.08,169.35,172.93,31796690
2025-06-27,172.93,178.06,171.13,177.91,108140200
2025-06-30,180.15,180.6,173.97,175.61,63378856
2025-07-01,175.13,175.47,172.92,175.23,35904526
2025-07-02,174.93,178.23,174.46,178.02,29128947
2025-07-03,177.88,179.04,176.43,178.9,21689729
2025-07-07,178.43,178.67,175.07,176.17,34175648
2025-07-08,177.23,177.33,172.21,173.75,40442535
2025-07-09,174.64,178.81,172.17,176,43025594
2025-07-10,175.02,177.81,173.77,177,29252386
2025-07-11,176.17,180.8,175.86,179.56,34282922
2025-07-14,180.38,183.03,179.05,180.93,32536632
2025-07-15,182.17,183.58,180.97,181.36,33448251
2025-07-16,182.6,183.69,181.39,182.33,33104193
2025-07-17,181.5,183.42,179.85,182.94,31992565
2025-07-18,184.75,185.77,183.07,184.41,34014509
2025-07-21,185.6,189.62,185.5,189.44,45803129
2025-07-22,190.83,190.98,186.8,190.67,44660215
2025-07-23,190.83,191.86,188.52,189.57,58681948
2025-07-24,196.34,197.26,190.33,191.5,74881687
2025-07-25,191.31,193.65,190.59,192.5,39785863
2025-07-28,192.97,193.37,190.17,191.91,38139504
2025-07-29,191.76,195.24,191.41,195.07,41389153
2025-07-30,194.92,196.91,194.01,195.84,32445405
2025-07-31,195.03,195.31,190.42,191.23,51329163
2025-08-01,188.37,190.16,187.16,188.47,34832181
2025-08-04,189.62,194.59,189.46,194.36,31547350
2025-08-05,194.03,197.17,193.21,193.99,31602340
2025-08-06,193.82,195.94,192.99,195.4,21562908
2025-08-07,196.37,196.85,193.65,195.83,26321811
2025-08-08,196.53,201.9,196.48,200.72,39161826
2025-08-11,200.24,200.78,198.37,200.3,25832435
2025-08-12,200.67,203.79,199.89,202.63,30424452
2025-08-13,203.42,203.82,196.82,201.25,28342922
2025-08-14,200.8,203.73,200.53,202.23,25230427
2025-08-15,203.14,205.72,200.58,203.19,34931422
2025-08-18,203.49,204.55,201.78,202.79,18526594
2025-08-19,202.32,202.73,199.26,200.87,24240233
2025-08-20,200.03,200.58,195.91,198.62,28955498
2025-08-21,199.05,201.77,198.73,199.05,19774633
2025-08-22,202.02,207.81,200.6,205.37,42827040
2025-08-25,205.71,209.78,204.56,207.76,29928878
2025-08-26,206.78,207.12,204.98,206.42,28464130
2025-08-27,204.98,208.18,204.93,206.75,23022850
2025-08-28,206.53,211.48,206.18,210.9,32339307
2025-08-29,209.77,213.9,209.47,212.17,39728364
2025-09-02,207.71,210.94,205.48,210.61,47523037
2025-09-03,225.42,230.5,224,229.85,103336125
2025-09-04,228.85,231.56,225.32,231.49,51684167
2025-09-05,231.39,234.94,231.09,234.18,46576660
2025-09-08,234.86,237.51,233.06,233.43,32474743
2025-09-09,233.56,239.85,232.62,239.01,38060959
2025-09-10,238.28,241.03,237.23,238.55,35141074
2025-09-11,239.26,241.62,235.64,239.75,30599328
2025-09-12,239.75,241.45,237.38,240.17,26771610
2025-09-15,244.02,251.75,244.02,250.96,58383796
2025-09-16,251.43,252.38,248.82,250.51,34109720
2025-09-17,250.57,250.95,245.64,248.88,34107992
2025-09-18,251.03,253.33,249.15,251.38,31239474
2025-09-19,252.59,255.34,251.16,254.06,55571424
2025-09-22,253.77,255.12,249.65,251.87,32290538
2025-09-23,252.38,253.7,249.83,251.01,26628016
2025-09-24,251.01,251.69,245.8,246.5,28201003
2025-09-25,243.77,245.85,240.11,245.15,31020383
2025-09-26,246.43,248.77,245.33,245.9,18503194
2025-09-29,247.21,250.5,242.14,243.42,32505777
2025-09-30,242.18,242.66,238.63,242.47,34724346
2025-10-01,240.12,245.66,237.99,244.26,31658234
2025-10-02,244.51,246.17,241.67,245.05,25483298
2025-10-03,243.86,245.66,241.03,244.71,30249559
2025-10-06,244.14,250.67,243.94,249.78,28894653
2025-10-07,247.63,249.79,244.88,245.12,23181285
2025-10-08,244.32,245.37,243.19,243.98,21307104
2025-10-09,243.84,244.12,238.53,240.9,27892086
2025-10-10,240.8,243.46,235.23,235.96,33180323
2025-10-13,239.59,243.87,239.09,243.52,24995028
2025-10-14,240.6,246.48,239.89,244.81,22111572
2025-10-15,246.61,251.46,245.35,250.38,27007690
2025-10-16,251.12,256.29,249.45,250.81,27997159
2025-10-17,250.11,253.56,247.17,252.64,29671629
2025-10-20,254.03,256.66,253.57,255.88,22350155
2025-10-21,254.08,254.22,243.52,249.81,47312098
2025-10-22,253.71,255.69,248.64,251.04,35029370
2025-10-23,252.32,254.38,251.2,252.42,19901425
2025-10-24,255.91,261,254.66,259.25,28655126
2025-10-27,264.13,269.44,263.59,268.57,35235231
2025-10-28,268.99,270.03,265.81,266.78,29738564
2025-10-29,267.05,274.62,266.97,273.86,43580277
2025-10-30,290.83,290.83,279.33,280.75,74875990
2025-10-31,282.47,285.26,276.31,280.46,39267945
2025-11-03,281.45,284.79,279.07,282.98,29785996
2025-11-04,276.03,280.54,275.54,276.82,30078369
2025-11-05,278.15,285.68,276.62,283.57,31010302
2025-11-06,284.59,287.6,280.41,284.01,37173648
2025-11-07,282.47,283.04,274.48,278.11,34479588
2025-11-10,283.68,290.04,282.13,289.35,29557309
2025-11-11,287,291.16,286.57,290.55,19842136
2025-11-12,290.92,291.25,282.95,285.97,24829923
2025-11-13,281.61,282.11,276.52,277.85,29494040
2025-11-14,270.71,277.84,270,275.69,31647227
2025-11-17,285.04,293.19,282.83,284.28,52670192
2025-11-18,287.17,288.05,277.48,283.54,49158743
2025-11-19,286.41,303.02,285.89,292.05,68198944
2025-11-20,303.75,305.62,287.92,288.7,62025218
2025-11-21,295.65,303.13,293.09,298.88,74137697
2025-11-24,310.32,318.65,308.8,317.75,85165123
2025-11-25,325.36,327.98,316.83,322.6,88632074
2025-11-26,319.85,323.66,315.97,319.12,51373361
2025-11-28,322.53,326,315.97,319.35,26018568
2025-12-01,316.87,319.02,313.07,314.07,41182956
2025-12-02,315.92,317.55,313.09,314.99,35854744
2025-12-03,315.07,320.74,313.28,318.8,41838317
2025-12-04,321.39,321.52,313.88,316.8,31240924
2025-12-05,318.66,322.32,318.34,320.44,28851705
2025-12-08,319.44,319.83,310.63,313.12,33909433
2025-12-09,311.78,317.39,311.31,316.48,30194027
2025-12-10,315.23,320.7,314.08,319.6,33428923
2025-12-11,319.47,320.51,308.01,311.84,42353697
2025-12-12,313.1,314.27,304.98,308.7,35940170
2025-12-15,310.73,310.83,304.3,307.63,29151889
2025-12-16,304.37,310.18,302.02,305.99,30585020
2025-12-17,307.43,307.5,295.56,296.16,43930358
2025-12-18,301.15,303.38,298.66,301.89,33518048
2025-12-19,301.16,306.67,300.4,306.58,59943239
2025-12-22,309.29,309.54,304.72,309.19,26429937
2025-12-23,309.04,314.34,308.73,313.75,25478670
2025-12-24,314.17,314.48,311.33,313.49,10097361
2025-12-26,313.88,314.49,311.69,312.91,10899017
2025-12-29,310.78,313.42,310.03,312.96,19621777
2025-12-30,311.91,316.35,311.87,313.25,17380888
2025-12-31,312.26,313.98,310.85,312.41,16377689
2026-01-02,316.3,321.89,309.74,314.55,32009385
2026-01-05,317.06,318.41,314.03,315.94,30195597
2026-01-06,315.8,320.33,311.19,313.74,31212101
2026-01-07,313.76,325.53,313.59,321.37,35104425
2026-01-08,328.35,329.69,320.89,324.82,31896101
2026-01-09,326.47,330.2,325.18,327.95,26214166
2026-01-12,325.18,333.41,324.38,331.23,33923928
2026-01-13,334.31,339.84,332.99,335.33,33517607
2026-01-14,334.42,335.88,329.85,335.2,28525571
2026-01-15,337.01,337.05,330.11,332.15,28442406
2026-01-16,333.78,334.01,327.08,329.37,40341637
2026-01-20,320.26,327.11,319.82,321.39,35361045
2026-01-21,320.31,331.85,318.74,327.76,35386603
2026-01-22,333.81,334.51,328.13,329.91,26253640
2026-01-23,331.86,333.06,326.83,327.31,27279974
2026-01-26,327.19,335.2,326.38,332.63,26042120
2026-01-27,334.73,337.27,332.85,333.91,21636164
2026-01-28,335.42,336.9,331.31,335.37,27434434
2026-01-29,339.65,341.64,325.92,337.61,39785612
2026-01-30,339.35,339.35,331.66,337.36,31023954
2026-02-02,335.58,344.18,334.99,343.04,32006052
2026-02-03,346.68,348.34,336.83,339.06,36506709
2026-02-04,342.31,342.66,327.9,332.41,70618398
2026-02-05,311.63,332.06,305.88,330.62,88205849
2026-02-06,326.56,329.75,319.31,322.25,56380484
2026-02-09,320.32,327.08,316.66,323.7,39640055
2026-02-10,320.36,321.06,314.01,317.98,39170012
2026-02-11,318.36,320.45,309.07,310.37,45406405
2026-02-12,311.5,315.64,306.62,308.41,47761288
2026-02-13,307.15,308.04,303.13,305.14,38499701
2026-02-17,299.47,303.86,295.69,301.45,39247556
2026-02-18,301.52,304.8,300.68,302.75,28482075
2026-02-19,301.25,304.89,299.47,302.27,25834395
2026-02-20,303.74,315.9,303.32,314.38,53210820
2026-02-23,318.44,318.91,309.28,310.9,31422974
2026-02-24,309.93,311.68,305.35,310.31,25615646
2026-02-25,311.47,313.04,308.85,312.31,29963621
2026-02-26,312.05,312.55,301.78,306.8,36431231
2026-02-27,303.56,311.78,303.22,311.17,44640640
2026-03-02,302.65,307.9,300.73,305.94,34790203
2026-03-03,298.02,303.36,296.15,303,35496961
2026-03-04,302.31,304.89,300.18,302.55,29536190
2026-03-05,302.46,302.72,297.42,300.31,35752321
2026-03-06,295.53,299.96,294.62,297.95,25576916
2026-03-09,294.01,306.43,293.73,305.99,29312149
2026-03-10,305.8,309.14,305.2,306.67,23239684
2026-03-11,306.38,311.05,305.55,308.33,24125714
2026-03-12,306.45,308.57,300.67,303.19,24928347
2026-03-13,306.64,307.32,300.08,301.92,23693092
2026-03-16,303.98,306.12,302.66,305.19,23519709
2026-03-17,305.49,311.05,305.13,310.55,21955171
2026-03-18,308.9,312.1,306.56,307.32,20009815
2026-03-19,303.65,307.69,301.99,306.76,25075831
2026-03-20,305.09,305.63,297.91,300.64,44364079
2026-03-23,301.75,305.61,300.57,301.7,29326946
2026-03-24,298.84,299.56,289.98,290.09,36864278
2026-03-25,293.09,295.64,288.89,290.58,29460669
2026-03-26,287.56,287.6,278.17,280.58,39080578
2026-03-27,276.95,279.03,273.62,274.01,35890612
2026-03-30,276.09,276.76,271.78,273.17,35141244
2026-03-31,277.71,287.73,276.76,287.21,43875400
2026-04-01,290.49,300.16,290.06,297.03,37684462
2026-04-02,290.34,297.72,289.1,295.42,21666465
2026-04-06,295.52,300.26,294.83,299.63,16945494
2026-04-07,302.37,305.26,297.36,305.09,23205361
2026-04-08,320.07,321.69,314.64,316.94,33547140
2026-04-09,315.53,319.16,310.69,318.11,23739173
2026-04-10,319.64,321.44,315.94,316.86,19152630
2026-04-13,316.76,321.24,315.09,320.92,18866424
2026-04-14,324.4,332.89,323.36,332.51,27721351
2026-04-15,332.49,337.08,330.5,336.72,24918842
2026-04-16,338.34,339.47,334.12,335.62,20541487
2026-04-17,337.24,341.91,335.84,341.27,25581881
2026-04-20,340.35,340.99,336.21,337.02,18784226
2026-04-21,337.28,338.93,330.95,331.89,23123795
2026-04-22,336.62,339.41,334.77,338.91,20293014
2026-04-23,340.77,341.55,335.78,338.48,18650256
2026-04-24,338.32,344.86,334.99,343.99,26426061
2026-04-27,345.56,352.76,342.32,349.92,28576887
2026-04-28,348.13,352,345.7,349.36,27824052
2026-04-29,347.15,355.36,343.8,349.52,35376328
2026-04-30,373.62,385.38,365.38,384.34,72039993
2026-05-01,381.17,386.3,378.6,385.23,30105226
2026-05-04,385.17,386.92,379.33,382.79,26298574
2026-05-05,385.77,392.35,383.56,387.96,23878626
2026-05-06,393.78,399.37,392.29,397.56,31308476
2026-05-07,399.44,399.62,392.21,397.51,24433490
2026-05-08,396.52,401.52,395.88,400.32,21461849
2026-05-11,393.18,396.96,388,388.17,30753738
2026-05-12,386.88,388.05,382.31,386.89,26017488
2026-05-13,385.14,403.22,384.54,402.14,28144555
2026-05-14,396.8,402.45,395.37,400.59,21136716
2026-05-15,395.84,399.06,392.71,396.3,20309702
2026-05-18,395.22,408.12,394.06,396.46,26837196
2026-05-19,396.48,396.67,385.65,387.19,39545672
2026-05-20,387.23,393.39,382.44,388.44,31744404
2026-05-21,385.24,392.03,382.56,387.19,24852843
2026-05-22,386.89,388.27,381.31,382.51,20442123
2026-05-26,384.05,388.79,382.14,388.41,27747388
2026-05-27,386.21,393.41,385.44,388.36,23087287
2026-05-28,387.53,391.4,384.7,389.66,24357455
2026-05-29,384.78,384.78,378.01,379.88,44415846
2026-06-01,376.07,378.11,373.07,375.92,28672120
2026-06-02,366.15,373.09,358.01,361.42,50412300
2026-06-03,361.6,366.01,357.65,358.56,55441583
2026-06-04,358.47,372.8,357.78,371.74,44055520
2026-06-05,365.9,371.63,363.68,368.09,37471206
2026-06-08,364.96,365.98,360.31,363.09,27942464
2026-06-09,366.87,371.86,357.09,364.04,29535072
2026-06-10,362.97,368.34,354.99,356.17,32357132
2026-06-11,355.72,358.58,346.15,357.56,35538165
2026-06-12,362.4,366.35,354.73,359.46,24731019
2026-06-15,367.71,372.77,366.33,369.13,27727493
2026-06-16,369.38,375.77,366.84,373.03,24876095
2026-06-17,368.91,372.11,361.8,363.57,24543644
2026-06-18,365.53,369.26,358.45,367.81,44470070
2026-06-22,357.74,358.7,341.52,349.47,52814764
2026-06-23,340.49,349.08,340,345.92,34007652
2026-06-24,348.83,353.27,341.72,345.08,44997277
2026-06-25,336.53,345.36,335.64,343.5,44564576
2026-06-26,342.34,346.15,330,337.19,114706326
2026-06-29,341.62,354.14,340.47,353.44,34213932
2026-06-30,353.66,358.4,350.19,357.16,35237231
2026-07-01,358.16,362.75,356.22,360.99,26736445
2026-07-02,359.26,363.99,353.21,359.69,25999346
2026-07-06,361.33,367.71,357.17,366.24,26915808
2026-07-07,368.85,372.94,365.28,366.81,24045581
2026-07-08,364.54,367.62,357.81,361.7,22094769
2026-07-09,354.1,359.43,350.87,358.67,24729093
2026-07-10,357.32,357.61,352.54,356.97,18146146
2026-07-13,355.98,357.92,351.54,352.3,15901732
2026-07-14,350.99,359.94,350.88,359.29,18259355
2026-07-15,357.76,373.43,357.55,370.7,28284564
2026-07-16,372.84,375.04,352.09,354.25,41158466
2026-07-17,345.79,348.31,341.16,346.56,29959283
2026-07-20,350.67,359.46,350.31,351.78,24736644
2026-07-21,351.11,351.11,346.79,346.94,23369833
2026-07-22,347.95,349.73,341.53,341.88,39334140
2026-07-23,320.94,324.3,314.71,317.5,69419700
2026-07-24,318.23,323.99,317.13,319.55,31806553
2026-07-27,324.85,330.22,324.26,326.36,28471593
2026-07-28,327.7,335.68,324.25,333.51,29511940
2026-07-29,334.47,342.29,331.42,336.51,27501632
2026-07-30,334,336.31,330.14,333.46,30168000
2026-07-31,340.63,358.36,339.8,355.92,46498023
2026-08-03,365.23,376.46,363.13,373.29,38669652
2026-08-04,368,380.29,367.28,377.42,35705703
2026-08-05,383.11,384.25,356.56,362.21,46926339
2026-08-06,360.55,363.91,356.67,357.54,25235895
2026-08-07,356.51,358.68,353.57,354.09,19859905
2026-08-10,354.97,357.4,352.5,357.31,18991368
2026-08-11,355.68,356.6,343.18,343.59,29081802
2026-08-12,346.1,346.27,340.68,343.33,25011987
2026-08-13,345.56,347.72,343.55,346.15,17866072
2026-08-14,346.59,350.24,344.29,345.69,17808598
2026-08-17,346.06,347.04,341.72,343.79,18291309
2026-08-18,342.2,344.66,339.99,343.99,19248828
2026-08-19,342.25,346.52,340.46,344.51,19733808
2026-08-20,342.85,343.69,338.37,340.47,18570357
2026-08-21,342.37,345.99,340.2,344.61,20849776
2026-08-24,343.41,351.39,342.28,347.85,26338229
2026-08-25,349.43,349.95,345.39,346.75,20649680
2026-08-26,346.41,346.67,339.98,341.79,20420257
2026-08-27,339.47,341.49,338.32,340.45,23391389
2026-08-28,340.51,348.93,340.07,346.38,25347206
2026-08-31,343.62,344.38,336.96,339.15,33493632
2026-09-01,335.8,337,332.85,334.82,23342665
2026-09-02,333.86,339.8,332.62,336.92,22582286
2026-09-03,340.36,344.47,339.86,342.27,20726904
2026-09-04,342.47,343.53,337.09,338.46,23189321
